"year_end","team_id","fran_id","tot_sal","avg_sal","max_sal","min_sal","std_sal"
2017,"LAC","Clippers",116237541,6457641.16666667,22868827,3e+05,7810464.66230631
2017,"LAL","Lakers",95226183,5011904.36842105,1.8e+07,60000,5380195.86314414
2017,"MEM","Grizzlies",111045893,5287899.66666667,26540100,25000,7979915.21661317
2017,"MIA","Heat",101818405,5090920.25,23741060,31969,7108818.29576256
2017,"MIL","Bucks",106512121,5325606.05,17100000,35166,5508525.30379599
2017,"MIN","Timberwolves",81621379,4295862.05263158,13550000,138414,3788827.59980355
2017,"NOP","Pelicans",101707386,4068295.44,22116750,20580,5922978.04157306
2017,"NYK","Knicks",103595894,5755327.44444444,24559380,1e+05,7628325.27579204
2017,"OKC","Thunder",91339949,4349521.38095238,26540100,50000,6464879.72596444
2017,"ORL","Magic",104110336,5783907.55555556,1.7e+07,31969,5959713.82482089
2017,"PHI","Sixers",85674275,3059795.53571429,11027027,38903,3458923.33229978
2017,"PHO","Suns",85115778,4053132.28571429,1.4e+07,23069,4469316.38906696
2017,"POR","Trailblazers",111872768,7458184.53333333,24328425,6e+05,7175845.17460345
2017,"SAC","Kings",96043092,4573480.57142857,13333333,82979,4155451.50961026
2017,"SAS","Spurs",108640621,5432031.05,20575005,75000,6967773.33428266
2017,"TOR","Raptors",108664969,5719208.89473684,26540100,50000,7158463.90300522
2017,"UTA","Jazz",80598193,4477677.38888889,16073140,75000,4835126.8594279
2017,"WAS","Wizards",102334382,5685243.44444444,22116750,175000,6641050.62707927
2018,"ATL","Hawks",99002495,4304456.30434783,16910113,26773,5017114.55582107
2018,"BKN","Nets",95722044,5982627.75,19332500,1312611,6133815.40131147
2018,"BOS","Celtics",109926833,7328455.53333333,29727900,92858,9780349.0705947
2018,"CHA","Hornets",117316719,8379765.64285714,23500000,815615,7830574.79865627
2018,"CHI","Bulls",84046990,4202349.5,15550000,17224,4605342.77660203
2018,"CLE","Cavaliers",137082833,9138855.53333333,33285709,1645200,9070945.98325778
2018,"DAL","Mavericks",86616514,5095089.05882353,23112004,50000,6302549.54097256
2018,"DEN","Nuggets",106868033,6679252.0625,31269231,1471382,7812671.9365708
2018,"DET","Pistons",116292753,6460708.5,23775506,25000,6477441.17625833
2018,"GSW","Warriors",137494845,8593427.8125,34682550,815615,10238067.755706
2018,"HOU","Rockets",117152769,6891339.35294118,28299399,25000,9020765.2716456
2018,"IND","Pacers",93605043,5506179,2.1e+07,1e+05,5905981.03669135
2018,"LAC","Clippers",119297226,6627623.66666667,29512900,3e+05,8806737.1812164
2018,"LAL","Lakers",104408568,5495187.78947368,22642350,50000,6854374.59598995
2018,"MEM","Grizzlies",112398102,6611653.05882353,28530608,815615,8981848.56498187
2018,"MIA","Heat",128182424,8011401.5,25289390,1312611,8154717.1018402
2018,"MIL","Bucks",119884837,6660268.72222222,22471910,50000,6214019.0157014
2018,"MIN","Timberwolves",117468554,7341784.625,19301070,1312611,6336262.70129429
2018,"NOP","Pelicans",122034101,6422847.42105263,25686667,25000,8046436.16458449
2018,"NYK","Knicks",106747886,5618309.78947368,20566802,50000,6243765.90429394
2018,"OKC","Thunder",134294056,8952937.06666667,28530608,815615,9922499.0372429
2018,"ORL","Magic",100045956,6252872.25,1.7e+07,333334,5343746.96614394
2018,"PHI","Sixers",99092999,5828999.94117647,2.3e+07,5e+05,6196319.28216123
2018,"PHO","Suns",90144813,5634050.8125,17884176,5e+05,5206381.30692323
2018,"POR","Trailblazers",122197920,7188112.94117647,26153057,333334,7993722.61049143
2018,"SAC","Kings",94838784,4991514.94736842,2e+07,517220,4974982.78461636
2018,"SAS","Spurs",116153554,6832562,21461010,815615,7197441.00525657
2018,"TOR","Raptors",117429381,7339336.3125,28703704,1e+05,9904300.5459606
2018,"UTA","Jazz",111201646,6950102.875,21974719,815615,6236813.33555928
2018,"WAS","Wizards",125179329,7363489.94117647,24773250,50000,8483687.10114436
